freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FC_E,RA000,KTOE,EL	1382.747 	1399.472 	1499.362 	1349.959 	1657.662 	1682.022 	1702.512 	1726.924 	1832.664 	1666.234 	1786.578 	1783.451 
A,FC_E,RA000,KTOE,ES	5034.179 	5404.212 	5679.973 	5611.156 	5965.061 	6532.144 	6744.114 	6471.178 	6733.478 	7061.498 	8042.363 	7864.789 
A,FC_E,RA000,KTOE,EU27_2020	90892.636 	86919.248 	90559.525 	92007.802 	98308.746 	103138.532 	104583.738 	104060.292 	111487.339 	109964.996 	109550.818 	109142.490 
A,FC_E,RA000,KTOE,FI	4962.381 	5411.764 	5383.238 	5412.794 	6375.118 	6592.765 	6753.922 	6275.654 	7080.884 	6347.835 	6392.640 	6260.601 
A,FC_E,RA000,KTOE,FR	14374.355 	12656.086 	13514.862 	14649.020 	14779.004 	14928.239 	15273.925 	14312.791 	16603.217 	16044.169 	16775.314 	16953.478 
A,FC_E,RA000,KTOE,GE	494.650 	479.913 	414.708 	404.748 	382.072 	289.697 	264.847 	244.896 	253.618 	226.967 	: 	: 
A,FC_E,RA000,KTOE,HR	1261.510 	1115.484 	1255.842 	1191.752 	1169.291 	1147.926 	1152.332 	1174.296 	1283.560 	1103.449 	1049.461 	1020.585 
A,FC_E,RA000,KTOE,HU	2426.135 	2073.935 	2176.201 	2156.501 	2094.514 	1887.324 	1846.845 	1922.069 	2047.284 	2073.295 	2031.676 	2012.898 
A,FC_E,RA000,KTOE,IE	330.595 	378.396 	395.342 	397.154 	457.721 	457.521 	481.512 	477.454 	479.536 	540.790 	626.772 	696.935 
A,FC_E,RA000,KTOE,IS	97.748 	98.619 	107.634 	110.539 	117.289 	124.990 	98.721 	70.464 	99.693 	105.750 	106.290 	: 
A,FC_E,RA000,KTOE,IT	8498.169 	7453.299 	8364.717 	8042.766 	11312.725 	10959.962 	10912.230 	10660.269 	11720.577 	10732.017 	10388.198 	10216.945 
A,FC_E,RA000,KTOE,LT	732.583 	705.450 	696.704 	687.986 	693.180 	743.930 	724.694 	775.432 	841.620 	827.142 	845.472 	977.821 
A,FC_E,RA000,KTOE,LU	104.869 	125.288 	137.235 	147.559 	167.715 	173.122 	163.351 	178.103 	175.997 	174.616 	170.980 	187.820 
A,FC_E,RA000,KTOE,LV	1018.544 	1045.214 	940.847 	892.147 	981.378 	1071.851 	1035.321 	1000.474 	1020.601 	1027.308 	1026.556 	1064.682 
A,FC_E,RA000,KTOE,MD	576.607 	617.383 	630.905 	678.769 	744.810 	746.327 	627.612 	588.530 	621.684 	522.582 	522.516 	: 
A,FC_E,RA000,KTOE,ME	167.617 	164.202 	169.552 	166.829 	163.867 	150.683 	146.527 	148.104 	156.779 	149.503 	150.550 	: 
A,FC_E,RA000,KTOE,MK	230.887 	241.522 	234.195 	199.184 	231.570 	198.295 	207.344 	215.280 	218.081 	209.722 	192.275 	: 
A,FC_E,RA000,KTOE,MT	11.049 	13.795 	13.423 	13.526 	23.998 	27.937 	31.407 	36.382 	34.535 	39.117 	41.300 	42.770 
A,FC_E,RA000,KTOE,NL	1184.426 	1314.772 	1302.163 	1272.554 	1416.125 	1768.819 	1991.598 	1985.453 	2137.374 	2161.780 	2190.815 	2658.027 
A,FC_E,RA000,KTOE,NO	1643.244 	1477.202 	1570.200 	1723.638 	2004.100 	1933.646 	2103.779 	2107.174 	2240.665 	2299.691 	2294.240 	: 
A,FC_E,RA000,KTOE,PL	5714.676 	5414.545 	5569.728 	5680.813 	5951.432 	9348.273 	9215.938 	9040.968 	8998.462 	8867.177 	8714.324 	8863.584 
A,FC_E,RA000,KTOE,PT	2216.722 	2727.343 	2784.451 	2773.300 	2775.565 	2817.740 	2904.002 	2904.946 	3016.097 	3178.541 	3213.374 	3201.905 
A,FC_E,RA000,KTOE,RO	3708.028 	3623.777 	3533.399 	3683.738 	3778.585 	3700.102 	3831.610 	3846.443 	4061.502 	3942.054 	3830.065 	3656.446 
A,FC_E,RA000,KTOE,RS	1031.504 	1037.666 	1040.962 	1043.136 	1052.034 	1053.637 	1103.377 	1580.098 	1645.609 	1631.252 	1628.006 	: 
A,FC_E,RA000,KTOE,SE	7127.430 	7202.660 	7548.082 	8002.804 	8202.634 	8237.271 	8214.126 	8826.094 	8831.437 	9173.288 	9370.257 	8501.059 
A,FC_E,RA000,KTOE,SI	722.420 	636.337 	685.157 	684.258 	670.506 	658.710 	660.661 	645.274 	720.478 	625.461 	636.788 	627.112 
A,FC_E,RA000,KTOE,SK	1103.587 	885.083 	1220.961 	1232.387 	1234.337 	1139.894 	1230.912 	1149.293 	1310.447 	1246.014 	1086.052 	1015.311 
A,FC_E,RA000,KTOE,TR	5913.466 	5546.981 	5673.963 	5442.376 	5210.561 	4569.068 	4450.343 	4463.134 	4462.489 	4525.896 	5651.837 	: 
A,FC_E,RA000,KTOE,UA	1123.246 	1201.373 	1283.000 	1724.056 	1833.161 	1945.184 	2087.178 	2079.728 	: 	: 	: 	: 
A,FC_E,RA000,KTOE,UK	3489.224 	3714.183 	4748.782 	4968.954 	5004.825 	5708.656 	6200.096 	: 	: 	: 	: 	: 
A,FC_E,RA000,KTOE,XK	247.946 	251.767 	263.758 	366.222 	371.502 	377.513 	375.191 	372.044 	367.768 	261.838 	259.821 	: 
A,FC_E,S2000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,BA	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,EE	36.274 	33.911 	14.961 	9.738 	19.981 	22.423 	19.881 	1.380 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,EU27_2020	36.274 	33.911 	14.961 	9.738 	19.981 	22.423 	19.881 	1.380 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,FC_E,S2000,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,S2000,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,S2000,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 
A,FC_E,S2000,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_E,S2000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,TOTAL,KTOE,AL	1961.871 	2058.574 	1962.498 	1899.558 	2078.928 	2134.212 	2053.036 	1840.668 	2012.504 	1958.847 	1883.500 	: 
A,FC_E,TOTAL,KTOE,AT	25801.476 	24760.998 	25475.009 	26099.472 	26502.780 	26042.437 	26221.621 	25006.898 	26434.142 	25171.124 	24317.760 	24018.564 
A,FC_E,TOTAL,KTOE,BA	: 	3103.624 	3316.907 	3543.934 	3497.933 	4211.931 	4207.688 	4024.489 	4305.320 	4290.012 	4140.181 	: 
A,FC_E,TOTAL,KTOE,BE	34011.623 	31552.075 	33134.556 	33384.527 	32929.156 	33138.244 	32438.375 	31155.401 	33307.465 	30522.671 	30043.254 	30741.348 
A,FC_E,TOTAL,KTOE,BG	8680.757 	8881.501 	9388.553 	9517.949 	9745.903 	9757.670 	9719.600 	9499.659 	10165.770 	9856.902 	9607.139 	9845.891 
A,FC_E,TOTAL,KTOE,CY	1372.455 	1377.348 	1423.923 	1490.606 	1551.546 	1581.273 	1626.652 	1525.932 	1584.965 	1609.596 	1619.051 	1658.100 
A,FC_E,TOTAL,KTOE,CZ	23131.377 	22445.593 	23100.094 	23695.026 	24445.396 	24190.964 	24227.514 	23765.017 	25296.928 	24143.402 	22730.008 	22593.373 
A,FC_E,TOTAL,KTOE,DE	208057.421 	197229.019 	200031.296 	203666.981 	204512.293 	200684.593 	200804.342 	194248.055 	197419.082 	189698.421 	179048.225 	177645.951 
A,FC_E,TOTAL,KTOE,DK	13645.528 	13121.444 	13558.927 	13926.869 	13999.863 	13971.010 	13725.140 	13233.152 	13930.625 	13024.947 	12957.952 	12665.800 
A,FC_E,TOTAL,KTOE,EE	2840.316 	2774.349 	2750.345 	2794.835 	2807.413 	2888.098 	2826.061 	2725.496 	2789.658 	2720.738 	2565.334 	3014.924 
A,FC_E,TOTAL,KTOE,EL	14668.337 	14804.112 	15741.021 	15867.950 	15708.524 	15141.636 	15386.999 	14470.268 	14911.940 	15417.864 	15036.022 	15620.817 
A,FC_E,TOTAL,KTOE,ES	76055.579 	75143.582 	76669.118 	78375.479 	80418.551 	82275.356 	82204.334 	73117.836 	79280.131 	78882.862 	77903.440 	79776.408 
A,FC_E,TOTAL,KTOE,EU27_2020	933578.419 	891486.285 	911400.782 	930266.129 	943245.875 	944798.569 	939202.557 	887020.014 	940945.170 	901761.760 	872091.980 	877913.579 
A,FC_E,TOTAL,KTOE,FI	23561.862 	23416.963 	23049.777 	24030.895 	24677.948 	25023.526 	24828.655 	23246.091 	24805.313 	23156.731 	22434.316 	22524.256 
A,FC_E,TOTAL,KTOE,FR	150084.794 	138464.130 	141654.105 	144673.408 	143692.884 	141706.899 	140050.040 	128595.500 	141001.031 	134137.527 	129009.684 	129266.767 
A,FC_E,TOTAL,KTOE,GE	3505.236 	3796.823 	3919.153 	4165.671 	4212.400 	4155.102 	4266.538 	4188.821 	4643.943 	4900.447 	: 	: 
A,FC_E,TOTAL,KTOE,HR	6467.843 	6130.555 	6484.974 	6533.115 	6793.042 	6682.876 	6726.814 	6432.449 	6887.646 	6719.174 	6924.509 	7171.381 
A,FC_E,TOTAL,KTOE,HU	16255.431 	15775.708 	16829.628 	17274.354 	17874.513 	17849.381 	17968.801 	17606.514 	18793.605 	17944.792 	16541.255 	16607.210 
A,FC_E,TOTAL,KTOE,IE	10234.498 	10176.021 	10497.166 	10902.445 	10850.673 	11310.582 	11292.038 	10827.140 	11020.030 	10961.758 	10927.583 	11228.741 
A,FC_E,TOTAL,KTOE,IS	2706.726 	2739.703 	2848.624 	2801.368 	2848.956 	3078.878 	2934.494 	2869.740 	2983.268 	3018.550 	3041.864 	: 
A,FC_E,TOTAL,KTOE,IT	114053.675 	108848.350 	112108.171 	111554.603 	113611.214 	114296.937 	113119.475 	103057.147 	113918.826 	109406.478 	106153.181 	107677.785 
A,FC_E,TOTAL,KTOE,LT	4712.305 	4800.537 	4779.510 	5003.215 	5239.082 	5466.581 	5460.021 	5284.212 	5662.351 	5376.688 	5324.074 	5628.651 
A,FC_E,TOTAL,KTOE,LU	3753.122 	3596.761 	3534.819 	3533.953 	3608.658 	3738.069 	3792.055 	3269.667 	3439.394 	3026.663 	2922.882 	2908.057 
A,FC_E,TOTAL,KTOE,LV	3732.245 	3776.066 	3680.167 	3697.443 	3874.906 	4024.431 	3924.309 	3797.762 	3980.096 	3822.636 	3765.623 	3737.501 
A,FC_E,TOTAL,KTOE,MD	2294.391 	2295.133 	2357.098 	2457.919 	2589.822 	2684.563 	2580.369 	2480.676 	2759.055 	2443.491 	2333.894 	: 
A,FC_E,TOTAL,KTOE,ME	640.991 	628.575 	662.644 	688.761 	728.889 	729.633 	760.625 	696.840 	796.294 	752.609 	761.868 	: 
A,FC_E,TOTAL,KTOE,MK	1814.802 	1797.481 	1837.589 	1847.733 	1858.961 	1832.761 	1937.818 	1814.178 	1968.999 	1804.859 	1781.485 	: 
A,FC_E,TOTAL,KTOE,MT	421.114 	435.716 	462.343 	458.759 	492.380 	514.389 	545.428 	500.753 	526.291 	593.590 	580.011 	602.290 
A,FC_E,TOTAL,KTOE,NL	46898.823 	42352.359 	43375.392 	44338.017 	44529.147 	44855.586 	44071.203 	41865.153 	43258.235 	38931.591 	38031.703 	38793.368 
A,FC_E,TOTAL,KTOE,NO	19306.574 	18872.169 	19168.292 	19534.437 	19702.222 	19834.024 	19727.636 	19437.659 	20412.631 	19803.652 	19608.253 	: 
A,FC_E,TOTAL,KTOE,PL	62106.169 	60203.259 	60861.845 	65136.154 	69224.990 	73050.047 	71854.502 	70178.230 	74143.292 	70863.416 	69040.540 	69052.439 
A,FC_E,TOTAL,KTOE,PT	14908.318 	15386.388 	15550.875 	15640.739 	15900.697 	16152.622 	16354.725 	15156.570 	15772.048 	16170.756 	16467.763 	16456.334 
A,FC_E,TOTAL,KTOE,RO	21631.325 	21470.367 	21600.240 	21935.250 	22980.154 	23444.791 	23712.653 	23472.380 	25279.750 	23923.243 	23329.354 	23375.481 
A,FC_E,TOTAL,KTOE,RS	8201.681 	7681.742 	7885.890 	8206.334 	8363.238 	8435.035 	8387.520 	8715.951 	9268.268 	9491.229 	9302.605 	: 
A,FC_E,TOTAL,KTOE,SE	31581.916 	30841.813 	31412.090 	31946.371 	31761.618 	31640.993 	31196.158 	30924.411 	32058.517 	30993.729 	31095.993 	31321.746 
A,FC_E,TOTAL,KTOE,SI	4802.228 	4607.657 	4721.534 	4903.500 	4973.996 	4969.575 	4882.087 	4447.190 	4769.706 	4760.845 	4529.882 	4646.955 
A,FC_E,TOTAL,KTOE,SK	10107.882 	9113.614 	9525.304 	9884.214 	10538.548 	10400.003 	10242.955 	9611.131 	10508.333 	9923.616 	9185.442 	9054.977 
A,FC_E,TOTAL,KTOE,TR	78466.784 	80844.293 	86846.978 	90317.972 	100511.818 	98633.029 	99100.378 	101143.571 	109801.743 	108196.107 	110242.861 	: 
A,FC_E,TOTAL,KTOE,UA	65144.066 	57893.824 	47488.152 	48826.188 	47345.792 	48417.734 	46886.431 	44184.237 	: 	: 	: 	: 
A,FC_E,TOTAL,KTOE,UK	123395.413 	116594.037 	120063.341 	121886.092 	120950.747 	122583.690 	121414.483 	: 	: 	: 	: 	: 
A,FC_E,TOTAL,KTOE,XK	1167.578 	1230.700 	1339.928 	1433.037 	1516.064 	1471.026 	1515.131 	1524.673 	1659.361 	1486.689 	1523.623 	: 
A,FC_E,W6100_6220,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,W6100_6220,KTOE,AT	228.612 	239.495 	236.925 	267.386 	264.591 	273.815 	243.123 	246.005 	244.110 	276.160 	254.685 	239.665 
A,FC_E,W6100_6220,KTOE,BA	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,W6100_6220,KTOE,BE	180.668 	177.916 	171.128 	167.094 	134.721 	150.685 	159.267 	150.084 	153.676 	147.277 	143.823 	153.076 
A,FC_E,W6100_6220,KTOE,BG	13.447 	13.089 	18.272 	31.504 	38.629 	43.642 	57.242 	58.501 	67.549 	70.154 	69.512 	71.197 
A,FC_E,W6100_6220,KTOE,CY	1.075 	7.548 	12.324 	15.835 	21.553 	22.969 	30.786 	34.802 	40.421 	46.520 	45.908 	56.062 
A,FC_E,W6100_6220,KTOE,CZ	163.657 	196.857 	221.553 	246.274 	241.147 	284.850 	296.601 	299.878 	296.606 	287.823 	230.749 	245.741 
A,FC_E,W6100_6220,KTOE,DE	1005.923 	1017.770 	1026.225 	1132.416 	1126.684 	1244.674 	1273.717 	1296.336 	1291.511 	1239.467 	1152.264 	1117.130 
A,FC_E,W6100_6220,KTOE,DK	21.233 	24.073 	21.563 	25.626 	35.930 	45.145 	43.422 	40.631 	36.850 	43.442 	42.004 	51.211 
A,FC_E,W6100_6220,KTOE,EE	57.920 	16.886 	18.845 	17.627 	16.694 	8.966 	17.444 	3.836 	0.305 	0.263 	0.263 	0.837 
A,FC_E,W6100_6220,KTOE,EL	0.000 	0.000 	64.536 	27.539 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,W6100_6220,KTOE,ES	152.926 	170.214 	164.101 	209.212 	219.618 	226.439 	217.270 	193.396 	143.446 	261.000 	280.414 	309.091 
A,FC_E,W6100_6220,KTOE,EU27_2020	3467.360 	3660.319 	3719.936 	4177.899 	4201.809 	4611.718 	4743.913 	4946.661 	4944.102 	5105.689 	4891.939 	4897.040 
A,FC_E,W6100_6220,KTOE,FI	52.713 	55.436 	48.677 	51.137 	54.170 	53.191 	49.322 	50.396 	52.498 	57.060 	45.285 	32.364 
A,FC_E,W6100_6220,KTOE,FR	446.067 	431.232 	401.843 	461.208 	416.680 	427.665 	449.702 	384.948 	480.071 	529.782 	511.621 	526.051 
A,FC_E,W6100_6220,KTOE,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,FC_E,W6100_6220,KTOE,HR	8.742 	10.151 	9.315 	10.151 	11.529 	19.530 	26.963 	38.939 	45.178 	46.217 	49.429 	83.823 
A,FC_E,W6100_6220,KTOE,HU	33.438 	48.390 	59.592 	64.106 	78.891 	99.718 	116.485 	115.769 	141.540 	113.715 	90.069 	89.066 
A,FC_E,W6100_6220,KTOE,IE	38.528 	41.581 	43.983 	41.707 	56.862 	54.733 	56.673 	53.605 	53.923 	58.388 	74.820 	72.438 
A,FC_E,W6100_6220,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,W6100_6220,KTOE,IT	280.883 	271.926 	268.558 	276.464 	245.146 	252.225 	283.596 	312.516 	292.161 	298.567 	313.395 	334.477 
A,FC_E,W6100_6220,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	1.051 	2.006 	1.600 	2.603 	2.580 	12.468 	23.741 
A,FC_E,W6100_6220,KTOE,LU	15.310 	15.286 	13.591 	13.031 	13.810 	14.906 	14.815 	23.338 	20.566 	20.984 	15.838 	9.130 
A,FC_E,W6100_6220,KTOE,LV	52.928 	65.300 	55.006 	36.687 	26.104 	45.249 	42.628 	52.620 	47.328 	50.048 	51.514 	43.520 
A,FC_E,W6100_6220,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,W6100_6220,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,W6100_6220,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,W6100_6220,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,W6100_6220,KTOE,NL	40.819 	40.914 	45.733 	62.736 	61.131 	59.435 	55.785 	51.039 	38.480 	39.638 	42.453 	34.361 
A,FC_E,W6100_6220,KTOE,NO	88.634 	96.937 	95.220 	95.131 	90.687 	101.440 	101.495 	103.215 	96.454 	94.752 	85.188 	: 
A,FC_E,W6100_6220,KTOE,PL	433.816 	495.199 	486.362 	636.835 	722.994 	807.435 	820.102 	812.123 	767.661 	779.554 	741.054 	771.810 
A,FC_E,W6100_6220,KTOE,PT	70.436 	86.056 	55.866 	90.475 	95.643 	87.239 	87.492 	96.557 	89.420 	86.093 	85.298 	92.577 
A,FC_E,W6100_6220,KTOE,RO	40.174 	69.241 	71.749 	78.485 	92.687 	170.903 	152.758 	281.615 	318.802 	331.508 	330.716 	330.327 
A,FC_E,W6100_6220,KTOE,RS	0.000 	0.406 	0.502 	0.525 	0.575 	0.654 	0.640 	0.766 	0.760 	0.751 	0.702 	: 
A,FC_E,W6100_6220,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	85.220 	89.854 	85.507 	88.612 	9.762 
A,FC_E,W6100_6220,KTOE,SI	18.128 	25.198 	29.712 	31.886 	39.149 	47.768 	53.344 	47.396 	44.939 	44.083 	46.343 	45.695 
A,FC_E,W6100_6220,KTOE,SK	109.917 	140.561 	174.477 	182.478 	187.446 	169.485 	193.370 	215.511 	184.604 	189.859 	173.402 	153.888 
A,FC_E,W6100_6220,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	832.995 	867.999 	911.000 	1077.256 	1128.804 	1192.301 	: 
A,FC_E,W6100_6220,KTOE,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.005 	: 	: 	: 	: 
A,FC_E,W6100_6220,KTOE,UK	139.080 	143.116 	112.473 	100.148 	125.991 	131.461 	130.768 	: 	: 	: 	: 	: 
A,FC_E,W6100_6220,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
